CUID,Species,Year,LGL counts,Total run,Region
207,Chinook,1958,NA,NA,Skeena
207,Chinook,1959,NA,NA,Skeena
207,Chinook,1960,NA,NA,Skeena
207,Chinook,1961,NA,NA,Skeena
207,Chinook,1962,NA,NA,Skeena
207,Chinook,1963,NA,NA,Skeena
207,Chinook,1964,NA,NA,Skeena
207,Chinook,1965,NA,NA,Skeena
207,Chinook,1966,NA,NA,Skeena
207,Chinook,1967,NA,NA,Skeena
207,Chinook,1968,NA,NA,Skeena
207,Chinook,1969,NA,NA,Skeena
207,Chinook,1970,NA,NA,Skeena
207,Chinook,1971,NA,NA,Skeena
207,Chinook,1972,NA,NA,Skeena
207,Chinook,1973,NA,NA,Skeena
207,Chinook,1974,NA,NA,Skeena
207,Chinook,1975,NA,NA,Skeena
207,Chinook,1976,NA,NA,Skeena
207,Chinook,1977,NA,NA,Skeena
207,Chinook,1978,NA,NA,Skeena
207,Chinook,1979,NA,NA,Skeena
207,Chinook,1980,4445,NA,Skeena
207,Chinook,1981,9842,NA,Skeena
207,Chinook,1982,5821,NA,Skeena
207,Chinook,1983,11313,NA,Skeena
207,Chinook,1984,12514,27365,Skeena
207,Chinook,1985,8792,21472,Skeena
207,Chinook,1986,10743,24653,Skeena
207,Chinook,1987,25937,43390,Skeena
207,Chinook,1988,24082,69110,Skeena
207,Chinook,1989,21060,42148,Skeena
207,Chinook,1990,21166,41979,Skeena
207,Chinook,1991,9736,29860,Skeena
207,Chinook,1992,14816,27365,Skeena
207,Chinook,1993,15874,32826,Skeena
207,Chinook,1994,14816,28432,Skeena
207,Chinook,1995,6680,18025,Skeena
207,Chinook,1996,12540,21411,Skeena
207,Chinook,1997,5653,10122,Skeena
207,Chinook,1998,10076,14149,Skeena
207,Chinook,1999,10583,20600,Skeena
207,Chinook,2000,15380,26932,Skeena
207,Chinook,2001,25480,44931,Skeena
207,Chinook,2002,25239,42948,Skeena
207,Chinook,2003,24984,39781,Skeena
207,Chinook,2004,27269,41656,Skeena
207,Chinook,2005,15923,28387,Skeena
207,Chinook,2006,13089,23393,Skeena
207,Chinook,2007,17213,26380,Skeena
207,Chinook,2008,10979,24316,Skeena
207,Chinook,2009,11327,17574,Skeena
207,Chinook,2010,14511,21649,Skeena
207,Chinook,2011,12811,22334,Skeena
207,Chinook,2012,9909,16331,Skeena
207,Chinook,2013,NA,NA,Skeena
207,Chinook,2014,NA,NA,Skeena
207,Chinook,2015,7609,13663,Skeena
207,Chinook,2016,11049,19373,Skeena
207,Chinook,2017,5231,9452,Skeena
207,Chinook,2018,NA,NA,Skeena
207,Chinook,2019,NA,NA,Skeena
207,Chinook,2020,NA,NA,Skeena
209,Pink (Odd),1950,NA,NA,Skeena
209,Pink (Odd),1951,NA,NA,Skeena
209,Pink (Odd),1952,NA,NA,Skeena
209,Pink (Odd),1953,NA,NA,Skeena
209,Pink (Odd),1954,NA,NA,Skeena
209,Pink (Odd),1955,392423,767229,Skeena
209,Pink (Odd),1956,NA,NA,Skeena
209,Pink (Odd),1957,502052,1102562,Skeena
209,Pink (Odd),1958,NA,NA,Skeena
209,Pink (Odd),1959,479628,896385,Skeena
209,Pink (Odd),1960,NA,NA,Skeena
209,Pink (Odd),1961,784550,1530934,Skeena
209,Pink (Odd),1962,NA,NA,Skeena
209,Pink (Odd),1963,1271795,2048541,Skeena
209,Pink (Odd),1964,NA,NA,Skeena
209,Pink (Odd),1965,2129359,3854161,Skeena
209,Pink (Odd),1966,NA,NA,Skeena
209,Pink (Odd),1967,584508,1362203,Skeena
209,Pink (Odd),1968,NA,NA,Skeena
209,Pink (Odd),1969,914331,1673782,Skeena
209,Pink (Odd),1970,NA,NA,Skeena
209,Pink (Odd),1971,627796,1162873,Skeena
209,Pink (Odd),1972,NA,NA,Skeena
209,Pink (Odd),1973,1243294,2239902,Skeena
209,Pink (Odd),1974,NA,NA,Skeena
209,Pink (Odd),1975,1855152,3223188,Skeena
209,Pink (Odd),1976,NA,NA,Skeena
209,Pink (Odd),1977,746178,1729503,Skeena
209,Pink (Odd),1978,NA,NA,Skeena
209,Pink (Odd),1979,624075,1194558,Skeena
209,Pink (Odd),1980,NA,NA,Skeena
209,Pink (Odd),1981,1764135,3893035,Skeena
209,Pink (Odd),1982,NA,NA,Skeena
209,Pink (Odd),1983,3092371,7689871,Skeena
209,Pink (Odd),1984,NA,NA,Skeena
209,Pink (Odd),1985,1515564,3387744,Skeena
209,Pink (Odd),1986,NA,NA,Skeena
209,Pink (Odd),1987,2599726,5641959,Skeena
209,Pink (Odd),1988,NA,NA,Skeena
209,Pink (Odd),1989,3813648,7507015,Skeena
209,Pink (Odd),1990,NA,NA,Skeena
209,Pink (Odd),1991,4912632,17517738,Skeena
209,Pink (Odd),1992,NA,NA,Skeena
209,Pink (Odd),1993,707193,1905704,Skeena
209,Pink (Odd),1994,NA,NA,Skeena
209,Pink (Odd),1995,2618665,7482026,Skeena
209,Pink (Odd),1996,NA,NA,Skeena
209,Pink (Odd),1997,517296,990827,Skeena
209,Pink (Odd),1998,NA,NA,Skeena
209,Pink (Odd),1999,810005,1677586,Skeena
209,Pink (Odd),2000,NA,NA,Skeena
209,Pink (Odd),2001,1613261,2799101,Skeena
209,Pink (Odd),2002,NA,NA,Skeena
209,Pink (Odd),2003,1860769,2749879,Skeena
209,Pink (Odd),2004,NA,NA,Skeena
209,Pink (Odd),2005,1076104,1499395,Skeena
209,Pink (Odd),2006,NA,NA,Skeena
209,Pink (Odd),2007,437453,713615,Skeena
209,Pink (Odd),2008,NA,NA,Skeena
209,Pink (Odd),2009,3204768,4088005,Skeena
209,Pink (Odd),2010,NA,NA,Skeena
209,Pink (Odd),2011,297974,376234,Skeena
209,Pink (Odd),2012,NA,NA,Skeena
209,Pink (Odd),2013,1886525,2334641,Skeena
209,Pink (Odd),2014,NA,NA,Skeena
209,Pink (Odd),2015,206841,266267,Skeena
209,Pink (Odd),2016,NA,NA,Skeena
209,Pink (Odd),2017,176055,201829,Skeena
209,Pink (Odd),2018,NA,NA,Skeena
209,Pink (Odd),2019,NA,NA,Skeena
209,Pink (Odd),2020,NA,NA,Skeena
210,Chinook,1950,NA,NA,Skeena
210,Chinook,1951,NA,NA,Skeena
210,Chinook,1952,NA,NA,Skeena
210,Chinook,1953,NA,NA,Skeena
210,Chinook,1954,NA,NA,Skeena
210,Chinook,1955,NA,NA,Skeena
210,Chinook,1956,NA,NA,Skeena
210,Chinook,1957,NA,NA,Skeena
210,Chinook,1958,NA,NA,Skeena
210,Chinook,1959,NA,NA,Skeena
210,Chinook,1960,NA,NA,Skeena
210,Chinook,1961,NA,NA,Skeena
210,Chinook,1962,NA,NA,Skeena
210,Chinook,1963,NA,NA,Skeena
210,Chinook,1964,NA,NA,Skeena
210,Chinook,1965,NA,NA,Skeena
210,Chinook,1966,NA,NA,Skeena
210,Chinook,1967,NA,NA,Skeena
210,Chinook,1968,NA,NA,Skeena
210,Chinook,1969,NA,NA,Skeena
210,Chinook,1970,NA,NA,Skeena
210,Chinook,1971,NA,NA,Skeena
210,Chinook,1972,NA,NA,Skeena
210,Chinook,1973,NA,NA,Skeena
210,Chinook,1974,NA,NA,Skeena
210,Chinook,1975,NA,NA,Skeena
210,Chinook,1976,NA,NA,Skeena
210,Chinook,1977,NA,NA,Skeena
210,Chinook,1978,NA,NA,Skeena
210,Chinook,1979,NA,NA,Skeena
210,Chinook,1980,892,NA,Skeena
210,Chinook,1981,1416,NA,Skeena
210,Chinook,1982,1511,NA,Skeena
210,Chinook,1983,511,NA,Skeena
210,Chinook,1984,639,1397,Skeena
210,Chinook,1985,1674,4087,Skeena
210,Chinook,1986,2899,6653,Skeena
210,Chinook,1987,1256,2102,Skeena
210,Chinook,1988,612,1757,Skeena
210,Chinook,1989,2094,4191,Skeena
210,Chinook,1990,1346,2670,Skeena
210,Chinook,1991,1256,3853,Skeena
210,Chinook,1992,2292,4232,Skeena
210,Chinook,1993,2722,5629,Skeena
210,Chinook,1994,688,1320,Skeena
210,Chinook,1995,1645,4440,Skeena
210,Chinook,1996,1496,2554,Skeena
210,Chinook,1997,1418,2539,Skeena
210,Chinook,1998,5235,7351,Skeena
210,Chinook,1999,1765,3436,Skeena
210,Chinook,2000,1328,2326,Skeena
210,Chinook,2001,1999,3525,Skeena
210,Chinook,2002,1261,2146,Skeena
210,Chinook,2003,1878,2991,Skeena
210,Chinook,2004,1664,2541,Skeena
210,Chinook,2005,1003,1787,Skeena
210,Chinook,2006,1745,3119,Skeena
210,Chinook,2007,1852,2838,Skeena
210,Chinook,2008,NA,NA,Skeena
210,Chinook,2009,1087,1686,Skeena
210,Chinook,2010,522,778,Skeena
210,Chinook,2011,313,546,Skeena
210,Chinook,2012,433,713,Skeena
210,Chinook,2013,606,976,Skeena
210,Chinook,2014,NA,NA,Skeena
210,Chinook,2015,NA,NA,Skeena
210,Chinook,2016,NA,NA,Skeena
210,Chinook,2017,NA,NA,Skeena
210,Chinook,2018,NA,NA,Skeena
210,Chinook,2019,NA,NA,Skeena
210,Chinook,2020,NA,NA,Skeena
211,Chum,1950,NA,NA,Skeena
211,Chum,1951,NA,NA,Skeena
211,Chum,1952,NA,NA,Skeena
211,Chum,1953,NA,NA,Skeena
211,Chum,1954,34152,76771,Skeena
211,Chum,1955,514,1004,Skeena
211,Chum,1956,6213,14004,Skeena
211,Chum,1957,3455,7588,Skeena
211,Chum,1958,6867,13865,Skeena
211,Chum,1959,NA,NA,Skeena
211,Chum,1960,NA,NA,Skeena
211,Chum,1961,78561,153300,Skeena
211,Chum,1962,17293,29674,Skeena
211,Chum,1963,8901,14337,Skeena
211,Chum,1964,8776,15669,Skeena
211,Chum,1965,8754,15845,Skeena
211,Chum,1966,32639,61450,Skeena
211,Chum,1967,26686,62191,Skeena
211,Chum,1968,18712,36290,Skeena
211,Chum,1969,18270,33446,Skeena
211,Chum,1970,19463,33190,Skeena
211,Chum,1971,6878,12741,Skeena
211,Chum,1972,55601,102589,Skeena
211,Chum,1973,37907,68294,Skeena
211,Chum,1974,16353,34904,Skeena
211,Chum,1975,13243,23010,Skeena
211,Chum,1976,14852,22618,Skeena
211,Chum,1977,14906,34548,Skeena
211,Chum,1978,10241,18735,Skeena
211,Chum,1979,7796,14922,Skeena
211,Chum,1980,39361,70216,Skeena
211,Chum,1981,17968,39651,Skeena
211,Chum,1982,9390,13808,Skeena
211,Chum,1983,2330,4743,Skeena
211,Chum,1984,55531,95268,Skeena
211,Chum,1985,23000,41143,Skeena
211,Chum,1986,16266,31304,Skeena
211,Chum,1987,8511,13959,Skeena
211,Chum,1988,169087,328529,Skeena
211,Chum,1989,33936,60721,Skeena
211,Chum,1990,6265,11485,Skeena
211,Chum,1991,4394,9985,Skeena
211,Chum,1992,7047,16079,Skeena
211,Chum,1993,18257,35077,Skeena
211,Chum,1994,15065,25939,Skeena
211,Chum,1995,14942,26347,Skeena
211,Chum,1996,16017,27672,Skeena
211,Chum,1997,45041,60778,Skeena
211,Chum,1998,29239,35074,Skeena
211,Chum,1999,6168,7224,Skeena
211,Chum,2000,10271,13910,Skeena
211,Chum,2001,18996,25405,Skeena
211,Chum,2002,7292,9362,Skeena
211,Chum,2003,9786,12124,Skeena
211,Chum,2004,25371,32333,Skeena
211,Chum,2005,24758,28599,Skeena
211,Chum,2006,NA,NA,Skeena
211,Chum,2007,8102,10118,Skeena
211,Chum,2008,4051,4967,Skeena
211,Chum,2009,4645,5342,Skeena
211,Chum,2010,2466,2828,Skeena
211,Chum,2011,6973,8325,Skeena
211,Chum,2012,5078,5920,Skeena
211,Chum,2013,1152,1317,Skeena
211,Chum,2014,1902,2289,Skeena
211,Chum,2015,2012,2297,Skeena
211,Chum,2016,2182,2578,Skeena
211,Chum,2017,1327,1408,Skeena
211,Chum,2018,NA,NA,Skeena
211,Chum,2019,NA,NA,Skeena
211,Chum,2020,NA,NA,Skeena
212,Chinook,1950,NA,NA,Skeena
212,Chinook,1951,NA,NA,Skeena
212,Chinook,1952,NA,NA,Skeena
212,Chinook,1953,NA,NA,Skeena
212,Chinook,1954,NA,NA,Skeena
212,Chinook,1955,NA,NA,Skeena
212,Chinook,1956,NA,NA,Skeena
212,Chinook,1957,NA,NA,Skeena
212,Chinook,1958,NA,NA,Skeena
212,Chinook,1959,NA,NA,Skeena
212,Chinook,1960,NA,NA,Skeena
212,Chinook,1961,NA,NA,Skeena
212,Chinook,1962,NA,NA,Skeena
212,Chinook,1963,NA,NA,Skeena
212,Chinook,1964,NA,NA,Skeena
212,Chinook,1965,NA,NA,Skeena
212,Chinook,1966,NA,NA,Skeena
212,Chinook,1967,NA,NA,Skeena
212,Chinook,1968,NA,NA,Skeena
212,Chinook,1969,NA,NA,Skeena
212,Chinook,1970,NA,NA,Skeena
212,Chinook,1971,NA,NA,Skeena
212,Chinook,1972,NA,NA,Skeena
212,Chinook,1973,NA,NA,Skeena
212,Chinook,1974,NA,NA,Skeena
212,Chinook,1975,NA,NA,Skeena
212,Chinook,1976,NA,NA,Skeena
212,Chinook,1977,NA,NA,Skeena
212,Chinook,1978,NA,NA,Skeena
212,Chinook,1979,NA,NA,Skeena
212,Chinook,1980,NA,NA,Skeena
212,Chinook,1981,NA,NA,Skeena
212,Chinook,1982,NA,NA,Skeena
212,Chinook,1983,NA,NA,Skeena
212,Chinook,1984,NA,NA,Skeena
212,Chinook,1985,NA,NA,Skeena
212,Chinook,1986,NA,NA,Skeena
212,Chinook,1987,NA,NA,Skeena
212,Chinook,1988,NA,NA,Skeena
212,Chinook,1989,NA,NA,Skeena
212,Chinook,1990,NA,NA,Skeena
212,Chinook,1991,NA,NA,Skeena
212,Chinook,1992,NA,NA,Skeena
212,Chinook,1993,NA,NA,Skeena
212,Chinook,1994,NA,NA,Skeena
212,Chinook,1995,NA,NA,Skeena
212,Chinook,1996,NA,NA,Skeena
212,Chinook,1997,NA,NA,Skeena
212,Chinook,1998,NA,NA,Skeena
212,Chinook,1999,NA,NA,Skeena
212,Chinook,2000,NA,NA,Skeena
212,Chinook,2001,NA,NA,Skeena
212,Chinook,2002,NA,NA,Skeena
212,Chinook,2003,NA,NA,Skeena
212,Chinook,2004,NA,NA,Skeena
212,Chinook,2005,NA,NA,Skeena
212,Chinook,2006,NA,NA,Skeena
212,Chinook,2007,NA,NA,Skeena
212,Chinook,2008,NA,NA,Skeena
212,Chinook,2009,NA,NA,Skeena
212,Chinook,2010,NA,NA,Skeena
212,Chinook,2011,NA,NA,Skeena
212,Chinook,2012,NA,NA,Skeena
212,Chinook,2013,NA,NA,Skeena
212,Chinook,2014,NA,NA,Skeena
212,Chinook,2015,NA,NA,Skeena
212,Chinook,2016,NA,NA,Skeena
212,Chinook,2017,NA,NA,Skeena
212,Chinook,2018,NA,NA,Skeena
212,Chinook,2019,NA,NA,Skeena
212,Chinook,2020,NA,NA,Skeena
213,Pink (Odd),1950,NA,NA,Skeena
213,Pink (Odd),1951,NA,NA,Skeena
213,Pink (Odd),1952,NA,NA,Skeena
213,Pink (Odd),1953,NA,NA,Skeena
213,Pink (Odd),1954,NA,NA,Skeena
213,Pink (Odd),1955,302225,590883,Skeena
213,Pink (Odd),1956,NA,NA,Skeena
213,Pink (Odd),1957,657126,1443123,Skeena
213,Pink (Odd),1958,NA,NA,Skeena
213,Pink (Odd),1959,881942,1648279,Skeena
213,Pink (Odd),1960,NA,NA,Skeena
213,Pink (Odd),1961,516878,1008612,Skeena
213,Pink (Odd),1962,NA,NA,Skeena
213,Pink (Odd),1963,743669,1197863,Skeena
213,Pink (Odd),1964,NA,NA,Skeena
213,Pink (Odd),1965,292400,529246,Skeena
213,Pink (Odd),1966,NA,NA,Skeena
213,Pink (Odd),1967,409357,954011,Skeena
213,Pink (Odd),1968,NA,NA,Skeena
213,Pink (Odd),1969,720035,1318101,Skeena
213,Pink (Odd),1970,NA,NA,Skeena
213,Pink (Odd),1971,947238,1754581,Skeena
213,Pink (Odd),1972,NA,NA,Skeena
213,Pink (Odd),1973,750747,1352535,Skeena
213,Pink (Odd),1974,NA,NA,Skeena
213,Pink (Odd),1975,1270862,2208028,Skeena
213,Pink (Odd),1976,NA,NA,Skeena
213,Pink (Odd),1977,831133,1926412,Skeena
213,Pink (Odd),1978,NA,NA,Skeena
213,Pink (Odd),1979,217762,416824,Skeena
213,Pink (Odd),1980,NA,NA,Skeena
213,Pink (Odd),1981,676790,1493518,Skeena
213,Pink (Odd),1982,NA,NA,Skeena
213,Pink (Odd),1983,1904812,4736740,Skeena
213,Pink (Odd),1984,NA,NA,Skeena
213,Pink (Odd),1985,1663714,3718905,Skeena
213,Pink (Odd),1986,NA,NA,Skeena
213,Pink (Odd),1987,1934815,4198959,Skeena
213,Pink (Odd),1988,NA,NA,Skeena
213,Pink (Odd),1989,2533955,4987990,Skeena
213,Pink (Odd),1990,NA,NA,Skeena
213,Pink (Odd),1991,3668050,13079738,Skeena
213,Pink (Odd),1992,NA,NA,Skeena
213,Pink (Odd),1993,608450,1639619,Skeena
213,Pink (Odd),1994,NA,NA,Skeena
213,Pink (Odd),1995,948514,2710085,Skeena
213,Pink (Odd),1996,NA,NA,Skeena
213,Pink (Odd),1997,283070,542191,Skeena
213,Pink (Odd),1998,NA,NA,Skeena
213,Pink (Odd),1999,980444,2030579,Skeena
213,Pink (Odd),2000,NA,NA,Skeena
213,Pink (Odd),2001,583558,1012507,Skeena
213,Pink (Odd),2002,NA,NA,Skeena
213,Pink (Odd),2003,1643221,2428382,Skeena
213,Pink (Odd),2004,NA,NA,Skeena
213,Pink (Odd),2005,1932477,2692626,Skeena
213,Pink (Odd),2006,NA,NA,Skeena
213,Pink (Odd),2007,1068141,1742457,Skeena
213,Pink (Odd),2008,NA,NA,Skeena
213,Pink (Odd),2009,3283065,4187880,Skeena
213,Pink (Odd),2010,NA,NA,Skeena
213,Pink (Odd),2011,416506,525898,Skeena
213,Pink (Odd),2012,NA,NA,Skeena
213,Pink (Odd),2013,572472,708454,Skeena
213,Pink (Odd),2014,NA,NA,Skeena
213,Pink (Odd),2015,453039,583198,Skeena
213,Pink (Odd),2016,NA,NA,Skeena
213,Pink (Odd),2017,853053,977934,Skeena
213,Pink (Odd),2018,NA,NA,Skeena
213,Pink (Odd),2019,NA,NA,Skeena
213,Pink (Odd),2020,NA,NA,Skeena
214,Chum,1950,NA,NA,Skeena
214,Chum,1951,NA,NA,Skeena
214,Chum,1952,NA,NA,Skeena
214,Chum,1953,NA,NA,Skeena
214,Chum,1954,51186,115060,Skeena
214,Chum,1955,21937,42889,Skeena
214,Chum,1956,51186,115372,Skeena
214,Chum,1957,5850,12847,Skeena
214,Chum,1958,5850,11810,Skeena
214,Chum,1959,10968,20499,Skeena
214,Chum,1960,266,478,Skeena
214,Chum,1961,366,713,Skeena
214,Chum,1962,133,229,Skeena
214,Chum,1963,NA,NA,Skeena
214,Chum,1964,1532,2735,Skeena
214,Chum,1965,1132,2049,Skeena
214,Chum,1966,599,1128,Skeena
214,Chum,1967,489,1139,Skeena
214,Chum,1968,1097,2127,Skeena
214,Chum,1969,266,488,Skeena
214,Chum,1970,286,488,Skeena
214,Chum,1971,286,530,Skeena
214,Chum,1972,2531,4669,Skeena
214,Chum,1973,1265,2280,Skeena
214,Chum,1974,1598,3411,Skeena
214,Chum,1975,1066,1851,Skeena
214,Chum,1976,400,609,Skeena
214,Chum,1977,599,1389,Skeena
214,Chum,1978,599,1097,Skeena
214,Chum,1979,NA,NA,Skeena
214,Chum,1980,NA,NA,Skeena
214,Chum,1981,5939,13107,Skeena
214,Chum,1982,2376,3494,Skeena
214,Chum,1983,2376,4835,Skeena
214,Chum,1984,5408,9278,Skeena
214,Chum,1985,8315,14875,Skeena
214,Chum,1986,2021,3889,Skeena
214,Chum,1987,1212,1988,Skeena
214,Chum,1988,13471,26173,Skeena
214,Chum,1989,4041,7231,Skeena
214,Chum,1990,4262,7813,Skeena
214,Chum,1991,4196,9534,Skeena
214,Chum,1992,3330,7598,Skeena
214,Chum,1993,1630,3132,Skeena
214,Chum,1994,1440,2480,Skeena
214,Chum,1995,1008,1778,Skeena
214,Chum,1996,864,1493,Skeena
214,Chum,1997,576,777,Skeena
214,Chum,1998,1152,1382,Skeena
214,Chum,1999,NA,NA,Skeena
214,Chum,2000,NA,NA,Skeena
214,Chum,2001,NA,NA,Skeena
214,Chum,2002,NA,NA,Skeena
214,Chum,2003,3371,4176,Skeena
214,Chum,2004,3745,4773,Skeena
214,Chum,2005,3576,4131,Skeena
214,Chum,2006,1316,1634,Skeena
214,Chum,2007,680,849,Skeena
214,Chum,2008,288,353,Skeena
214,Chum,2009,1592,1831,Skeena
214,Chum,2010,707,810,Skeena
214,Chum,2011,905,1081,Skeena
214,Chum,2012,838,978,Skeena
214,Chum,2013,1116,1275,Skeena
214,Chum,2014,833,1002,Skeena
214,Chum,2015,614,701,Skeena
214,Chum,2016,1614,1907,Skeena
214,Chum,2017,665,706,Skeena
214,Chum,2018,NA,NA,Skeena
214,Chum,2019,NA,NA,Skeena
214,Chum,2020,NA,NA,Skeena
215,Coho,1950,NA,NA,Skeena
215,Coho,1951,NA,NA,Skeena
215,Coho,1952,NA,NA,Skeena
215,Coho,1953,NA,NA,Skeena
215,Coho,1954,179410,398689,Skeena
215,Coho,1955,144682,321515,Skeena
215,Coho,1956,210753,468339,Skeena
215,Coho,1957,50649,112554,Skeena
215,Coho,1958,84084,186852,Skeena
215,Coho,1959,81728,181617,Skeena
215,Coho,1960,183008,406686,Skeena
215,Coho,1961,72839,161865,Skeena
215,Coho,1962,123096,273547,Skeena
215,Coho,1963,45016,90031,Skeena
215,Coho,1964,55847,150938,Skeena
215,Coho,1965,68618,131958,Skeena
215,Coho,1966,65007,158554,Skeena
215,Coho,1967,50106,94540,Skeena
215,Coho,1968,119879,292387,Skeena
215,Coho,1969,74631,149263,Skeena
215,Coho,1970,66673,155053,Skeena
215,Coho,1971,86505,201176,Skeena
215,Coho,1972,105419,310054,Skeena
215,Coho,1973,84222,171882,Skeena
215,Coho,1974,52996,120446,Skeena
215,Coho,1975,23367,43272,Skeena
215,Coho,1976,40769,75498,Skeena
215,Coho,1977,67002,163420,Skeena
215,Coho,1978,85372,275393,Skeena
215,Coho,1979,13847,47749,Skeena
215,Coho,1980,58527,225103,Skeena
215,Coho,1981,24117,73082,Skeena
215,Coho,1982,47537,113184,Skeena
215,Coho,1983,59021,310639,Skeena
215,Coho,1984,37794,134979,Skeena
215,Coho,1985,33805,135221,Skeena
215,Coho,1986,52572,309247,Skeena
215,Coho,1987,44195,122765,Skeena
215,Coho,1988,8552,23113,Skeena
215,Coho,1989,72892,189277,Skeena
215,Coho,1990,85000,280898,Skeena
215,Coho,1991,58033,154434,Skeena
215,Coho,1992,44713,128771,Skeena
215,Coho,1993,34996,80790,Skeena
215,Coho,1994,63498,184229,Skeena
215,Coho,1995,17136,27757,Skeena
215,Coho,1996,27447,104722,Skeena
215,Coho,1997,9060,18130,Skeena
215,Coho,1998,59828,74347,Skeena
215,Coho,1999,188448,241607,Skeena
215,Coho,2000,136304,165458,Skeena
215,Coho,2001,333828,463706,Skeena
215,Coho,2002,245261,319873,Skeena
215,Coho,2003,222614,303777,Skeena
215,Coho,2004,169283,281653,Skeena
215,Coho,2005,398685,548109,Skeena
215,Coho,2006,225266,291799,Skeena
215,Coho,2007,163456,284014,Skeena
215,Coho,2008,144141,218195,Skeena
215,Coho,2009,350118,558660,Skeena
215,Coho,2010,188635,270876,Skeena
215,Coho,2011,73965,129584,Skeena
215,Coho,2012,137341,208583,Skeena
215,Coho,2013,235092,371444,Skeena
215,Coho,2014,271287,358219,Skeena
215,Coho,2015,105821,176471,Skeena
215,Coho,2016,211500,361138,Skeena
215,Coho,2017,209016,209016,Skeena
215,Coho,2018,NA,NA,Skeena
215,Coho,2019,NA,NA,Skeena
215,Coho,2020,NA,NA,Skeena
216,River Sockeye,1950,NA,NA,Skeena
216,River Sockeye,1951,NA,NA,Skeena
216,River Sockeye,1952,NA,NA,Skeena
216,River Sockeye,1953,NA,NA,Skeena
216,River Sockeye,1954,NA,NA,Skeena
216,River Sockeye,1955,NA,NA,Skeena
216,River Sockeye,1956,NA,NA,Skeena
216,River Sockeye,1957,NA,NA,Skeena
216,River Sockeye,1958,NA,NA,Skeena
216,River Sockeye,1959,NA,NA,Skeena
216,River Sockeye,1960,NA,NA,Skeena
216,River Sockeye,1961,NA,NA,Skeena
216,River Sockeye,1962,NA,NA,Skeena
216,River Sockeye,1963,NA,NA,Skeena
216,River Sockeye,1964,NA,NA,Skeena
216,River Sockeye,1965,NA,NA,Skeena
216,River Sockeye,1966,NA,NA,Skeena
216,River Sockeye,1967,NA,NA,Skeena
216,River Sockeye,1968,NA,NA,Skeena
216,River Sockeye,1969,NA,NA,Skeena
216,River Sockeye,1970,NA,NA,Skeena
216,River Sockeye,1971,NA,NA,Skeena
216,River Sockeye,1972,NA,NA,Skeena
216,River Sockeye,1973,NA,NA,Skeena
216,River Sockeye,1974,NA,NA,Skeena
216,River Sockeye,1975,NA,NA,Skeena
216,River Sockeye,1976,NA,NA,Skeena
216,River Sockeye,1977,NA,NA,Skeena
216,River Sockeye,1978,NA,NA,Skeena
216,River Sockeye,1979,NA,NA,Skeena
216,River Sockeye,1980,NA,NA,Skeena
216,River Sockeye,1981,NA,NA,Skeena
216,River Sockeye,1982,NA,NA,Skeena
216,River Sockeye,1983,NA,NA,Skeena
216,River Sockeye,1984,NA,NA,Skeena
216,River Sockeye,1985,NA,NA,Skeena
216,River Sockeye,1986,NA,NA,Skeena
216,River Sockeye,1987,NA,NA,Skeena
216,River Sockeye,1988,NA,NA,Skeena
216,River Sockeye,1989,NA,NA,Skeena
216,River Sockeye,1990,NA,NA,Skeena
216,River Sockeye,1991,NA,NA,Skeena
216,River Sockeye,1992,NA,NA,Skeena
216,River Sockeye,1993,NA,NA,Skeena
216,River Sockeye,1994,NA,NA,Skeena
216,River Sockeye,1995,NA,NA,Skeena
216,River Sockeye,1996,NA,NA,Skeena
216,River Sockeye,1997,NA,NA,Skeena
216,River Sockeye,1998,NA,NA,Skeena
216,River Sockeye,1999,NA,NA,Skeena
216,River Sockeye,2000,NA,NA,Skeena
216,River Sockeye,2001,139,241,Skeena
216,River Sockeye,2002,10,19,Skeena
216,River Sockeye,2003,130,188,Skeena
216,River Sockeye,2004,208,303,Skeena
216,River Sockeye,2005,41,54,Skeena
216,River Sockeye,2006,,,Skeena
216,River Sockeye,2007,20,34,Skeena
216,River Sockeye,2008,105,164,Skeena
216,River Sockeye,2009,83,98,Skeena
216,River Sockeye,2010,4,5,Skeena
216,River Sockeye,2011,160,234,Skeena
216,River Sockeye,2012,90,126,Skeena
216,River Sockeye,2013,,,Skeena
216,River Sockeye,2014,,,Skeena
216,River Sockeye,2015,170,212,Skeena
216,River Sockeye,2016,285,435,Skeena
216,River Sockeye,2017,91,98,Skeena
216,River Sockeye,2018,,,Skeena
216,River Sockeye,2019,335,431,Skeena
216,River Sockeye,2020,,,Skeena
216,River Sockeye,2021,,,Skeena
216,River Sockeye,2022,,,Skeena
216,River Sockeye,2023,,,Skeena
217,Chinook,1950,NA,NA,Skeena
217,Chinook,1951,NA,NA,Skeena
217,Chinook,1952,NA,NA,Skeena
217,Chinook,1953,NA,NA,Skeena
217,Chinook,1954,NA,NA,Skeena
217,Chinook,1955,NA,NA,Skeena
217,Chinook,1956,NA,NA,Skeena
217,Chinook,1957,NA,NA,Skeena
217,Chinook,1958,NA,NA,Skeena
217,Chinook,1959,NA,NA,Skeena
217,Chinook,1960,NA,NA,Skeena
217,Chinook,1961,NA,NA,Skeena
217,Chinook,1962,NA,NA,Skeena
217,Chinook,1963,NA,NA,Skeena
217,Chinook,1964,NA,NA,Skeena
217,Chinook,1965,NA,NA,Skeena
