CUID,Species,Region,Year,Spawner.Abundance,cu_name_pse
500,Chum,Central Coast,1950,-989898,Smith Inlet
500,Chum,Central Coast,1951,-989898,Smith Inlet
500,Chum,Central Coast,1952,-989898,Smith Inlet
500,Chum,Central Coast,1953,-989898,Smith Inlet
500,Chum,Central Coast,1954,48216,Smith Inlet
500,Chum,Central Coast,1955,10366,Smith Inlet
500,Chum,Central Coast,1956,28929,Smith Inlet
500,Chum,Central Coast,1957,30135,Smith Inlet
500,Chum,Central Coast,1958,91610,Smith Inlet
500,Chum,Central Coast,1959,28327,Smith Inlet
500,Chum,Central Coast,1960,36793,Smith Inlet
500,Chum,Central Coast,1961,22812,Smith Inlet
500,Chum,Central Coast,1962,48567,Smith Inlet
500,Chum,Central Coast,1963,68436,Smith Inlet
500,Chum,Central Coast,1964,67405,Smith Inlet
500,Chum,Central Coast,1965,4710,Smith Inlet
500,Chum,Central Coast,1966,1472,Smith Inlet
500,Chum,Central Coast,1967,45403,Smith Inlet
500,Chum,Central Coast,1968,54675,Smith Inlet
500,Chum,Central Coast,1969,7800,Smith Inlet
500,Chum,Central Coast,1970,54233,Smith Inlet
500,Chum,Central Coast,1971,25775,Smith Inlet
500,Chum,Central Coast,1972,101978,Smith Inlet
500,Chum,Central Coast,1973,150165,Smith Inlet
500,Chum,Central Coast,1974,61635,Smith Inlet
500,Chum,Central Coast,1975,23533,Smith Inlet
500,Chum,Central Coast,1976,25775,Smith Inlet
500,Chum,Central Coast,1977,103099,Smith Inlet
500,Chum,Central Coast,1978,75249,Smith Inlet
500,Chum,Central Coast,1979,17419,Smith Inlet
500,Chum,Central Coast,1980,113992,Smith Inlet
500,Chum,Central Coast,1981,118201,Smith Inlet
500,Chum,Central Coast,1982,154327,Smith Inlet
500,Chum,Central Coast,1983,77690,Smith Inlet
500,Chum,Central Coast,1984,33671,Smith Inlet
500,Chum,Central Coast,1985,54014,Smith Inlet
500,Chum,Central Coast,1986,136412,Smith Inlet
500,Chum,Central Coast,1987,80482,Smith Inlet
500,Chum,Central Coast,1988,92676,Smith Inlet
500,Chum,Central Coast,1989,31989,Smith Inlet
500,Chum,Central Coast,1990,70550,Smith Inlet
500,Chum,Central Coast,1991,47710,Smith Inlet
500,Chum,Central Coast,1992,23106,Smith Inlet
500,Chum,Central Coast,1993,27373,Smith Inlet
500,Chum,Central Coast,1994,31237,Smith Inlet
500,Chum,Central Coast,1995,75356,Smith Inlet
500,Chum,Central Coast,1996,46051,Smith Inlet
500,Chum,Central Coast,1997,11118,Smith Inlet
500,Chum,Central Coast,1998,16738,Smith Inlet
500,Chum,Central Coast,1999,27051,Smith Inlet
500,Chum,Central Coast,2000,51036,Smith Inlet
500,Chum,Central Coast,2001,95415,Smith Inlet
500,Chum,Central Coast,2002,132795,Smith Inlet
500,Chum,Central Coast,2003,116317,Smith Inlet
500,Chum,Central Coast,2004,103742,Smith Inlet
500,Chum,Central Coast,2005,39091,Smith Inlet
500,Chum,Central Coast,2006,71792,Smith Inlet
500,Chum,Central Coast,2007,30908,Smith Inlet
500,Chum,Central Coast,2008,24128,Smith Inlet
500,Chum,Central Coast,2009,29739,Smith Inlet
500,Chum,Central Coast,2010,7884,Smith Inlet
500,Chum,Central Coast,2011,15900,Smith Inlet
500,Chum,Central Coast,2012,16561,Smith Inlet
500,Chum,Central Coast,2013,40051,Smith Inlet
500,Chum,Central Coast,2014,17433,Smith Inlet
500,Chum,Central Coast,2015,-989898,Smith Inlet
500,Chum,Central Coast,2016,8106,Smith Inlet
500,Chum,Central Coast,2017,9707,Smith Inlet
500,Chum,Central Coast,2018,25862,Smith Inlet
500,Chum,Central Coast,2019,4766,Smith Inlet
500,Chum,Central Coast,2020,4510,Smith Inlet
500,Chum,Central Coast,2021,3305,Smith Inlet
500,Chum,Central Coast,2022,-989898,Smith Inlet
500,Chum,Central Coast,2023,-989898,Smith Inlet
501,Chum,Central Coast,1950,-989898,Rivers Inlet
501,Chum,Central Coast,1951,-989898,Rivers Inlet
501,Chum,Central Coast,1952,-989898,Rivers Inlet
501,Chum,Central Coast,1953,-989898,Rivers Inlet
501,Chum,Central Coast,1954,37340,Rivers Inlet
501,Chum,Central Coast,1955,5342,Rivers Inlet
501,Chum,Central Coast,1956,16758,Rivers Inlet
501,Chum,Central Coast,1957,25459,Rivers Inlet
501,Chum,Central Coast,1958,154535,Rivers Inlet
501,Chum,Central Coast,1959,13470,Rivers Inlet
501,Chum,Central Coast,1960,19019,Rivers Inlet
501,Chum,Central Coast,1961,15132,Rivers Inlet
501,Chum,Central Coast,1962,19774,Rivers Inlet
501,Chum,Central Coast,1963,19585,Rivers Inlet
501,Chum,Central Coast,1964,22792,Rivers Inlet
501,Chum,Central Coast,1965,1253,Rivers Inlet
501,Chum,Central Coast,1966,58755,Rivers Inlet
501,Chum,Central Coast,1967,11049,Rivers Inlet
501,Chum,Central Coast,1968,17271,Rivers Inlet
501,Chum,Central Coast,1969,3009,Rivers Inlet
501,Chum,Central Coast,1970,24819,Rivers Inlet
501,Chum,Central Coast,1971,12483,Rivers Inlet
501,Chum,Central Coast,1972,24665,Rivers Inlet
501,Chum,Central Coast,1973,10825,Rivers Inlet
501,Chum,Central Coast,1974,37268,Rivers Inlet
501,Chum,Central Coast,1975,8943,Rivers Inlet
501,Chum,Central Coast,1976,954,Rivers Inlet
501,Chum,Central Coast,1977,3387,Rivers Inlet
501,Chum,Central Coast,1978,37633,Rivers Inlet
501,Chum,Central Coast,1979,4433,Rivers Inlet
501,Chum,Central Coast,1980,23076,Rivers Inlet
501,Chum,Central Coast,1981,13466,Rivers Inlet
501,Chum,Central Coast,1982,187782,Rivers Inlet
501,Chum,Central Coast,1983,51113,Rivers Inlet
501,Chum,Central Coast,1984,9584,Rivers Inlet
501,Chum,Central Coast,1985,43902,Rivers Inlet
501,Chum,Central Coast,1986,267784,Rivers Inlet
501,Chum,Central Coast,1987,92600,Rivers Inlet
501,Chum,Central Coast,1988,24275,Rivers Inlet
501,Chum,Central Coast,1989,4678,Rivers Inlet
501,Chum,Central Coast,1990,4555,Rivers Inlet
501,Chum,Central Coast,1991,2374,Rivers Inlet
501,Chum,Central Coast,1992,8900,Rivers Inlet
501,Chum,Central Coast,1993,1518,Rivers Inlet
501,Chum,Central Coast,1994,9511,Rivers Inlet
501,Chum,Central Coast,1995,27199,Rivers Inlet
501,Chum,Central Coast,1996,10471,Rivers Inlet
501,Chum,Central Coast,1997,10028,Rivers Inlet
501,Chum,Central Coast,1998,68081,Rivers Inlet
501,Chum,Central Coast,1999,17771,Rivers Inlet
501,Chum,Central Coast,2000,118700,Rivers Inlet
501,Chum,Central Coast,2001,22126,Rivers Inlet
501,Chum,Central Coast,2002,104441,Rivers Inlet
501,Chum,Central Coast,2003,146570,Rivers Inlet
501,Chum,Central Coast,2004,107695,Rivers Inlet
501,Chum,Central Coast,2005,109106,Rivers Inlet
501,Chum,Central Coast,2006,53056,Rivers Inlet
501,Chum,Central Coast,2007,59132,Rivers Inlet
501,Chum,Central Coast,2008,5553,Rivers Inlet
501,Chum,Central Coast,2009,7623,Rivers Inlet
501,Chum,Central Coast,2010,3347,Rivers Inlet
501,Chum,Central Coast,2011,17059,Rivers Inlet
501,Chum,Central Coast,2012,8904,Rivers Inlet
501,Chum,Central Coast,2013,-989898,Rivers Inlet
501,Chum,Central Coast,2014,8366,Rivers Inlet
501,Chum,Central Coast,2015,-989898,Rivers Inlet
501,Chum,Central Coast,2016,646,Rivers Inlet
501,Chum,Central Coast,2017,9264,Rivers Inlet
501,Chum,Central Coast,2018,5444,Rivers Inlet
501,Chum,Central Coast,2019,7049,Rivers Inlet
501,Chum,Central Coast,2020,901,Rivers Inlet
501,Chum,Central Coast,2021,10805,Rivers Inlet
501,Chum,Central Coast,2022,-989898,Rivers Inlet
501,Chum,Central Coast,2023,-989898,Rivers Inlet
502,Chum,Central Coast,1950,-989898,Wannock
502,Chum,Central Coast,1951,-989898,Wannock
502,Chum,Central Coast,1952,-989898,Wannock
502,Chum,Central Coast,1953,-989898,Wannock
502,Chum,Central Coast,1954,-989898,Wannock
502,Chum,Central Coast,1955,-989898,Wannock
502,Chum,Central Coast,1956,-989898,Wannock
502,Chum,Central Coast,1957,-989898,Wannock
502,Chum,Central Coast,1958,-989898,Wannock
502,Chum,Central Coast,1959,-989898,Wannock
502,Chum,Central Coast,1960,-989898,Wannock
502,Chum,Central Coast,1961,-989898,Wannock
502,Chum,Central Coast,1962,-989898,Wannock
502,Chum,Central Coast,1963,-989898,Wannock
502,Chum,Central Coast,1964,-989898,Wannock
502,Chum,Central Coast,1965,-989898,Wannock
502,Chum,Central Coast,1966,-989898,Wannock
502,Chum,Central Coast,1967,-989898,Wannock
502,Chum,Central Coast,1968,-989898,Wannock
502,Chum,Central Coast,1969,-989898,Wannock
502,Chum,Central Coast,1970,-989898,Wannock
502,Chum,Central Coast,1971,-989898,Wannock
502,Chum,Central Coast,1972,-989898,Wannock
502,Chum,Central Coast,1973,-989898,Wannock
502,Chum,Central Coast,1974,-989898,Wannock
502,Chum,Central Coast,1975,-989898,Wannock
502,Chum,Central Coast,1976,-989898,Wannock
502,Chum,Central Coast,1977,-989898,Wannock
502,Chum,Central Coast,1978,-989898,Wannock
502,Chum,Central Coast,1979,-989898,Wannock
502,Chum,Central Coast,1980,-989898,Wannock
502,Chum,Central Coast,1981,-989898,Wannock
502,Chum,Central Coast,1982,-989898,Wannock
502,Chum,Central Coast,1983,-989898,Wannock
502,Chum,Central Coast,1984,-989898,Wannock
502,Chum,Central Coast,1985,-989898,Wannock
502,Chum,Central Coast,1986,-989898,Wannock
502,Chum,Central Coast,1987,-989898,Wannock
502,Chum,Central Coast,1988,-989898,Wannock
502,Chum,Central Coast,1989,-989898,Wannock
502,Chum,Central Coast,1990,-989898,Wannock
502,Chum,Central Coast,1991,-989898,Wannock
502,Chum,Central Coast,1992,-989898,Wannock
502,Chum,Central Coast,1993,-989898,Wannock
502,Chum,Central Coast,1994,-989898,Wannock
502,Chum,Central Coast,1995,-989898,Wannock
502,Chum,Central Coast,1996,-989898,Wannock
502,Chum,Central Coast,1997,-989898,Wannock
502,Chum,Central Coast,1998,-989898,Wannock
502,Chum,Central Coast,1999,-989898,Wannock
502,Chum,Central Coast,2000,-989898,Wannock
502,Chum,Central Coast,2001,-989898,Wannock
502,Chum,Central Coast,2002,-989898,Wannock
502,Chum,Central Coast,2003,-989898,Wannock
502,Chum,Central Coast,2004,-989898,Wannock
502,Chum,Central Coast,2005,-989898,Wannock
502,Chum,Central Coast,2006,-989898,Wannock
502,Chum,Central Coast,2007,-989898,Wannock
502,Chum,Central Coast,2008,-989898,Wannock
502,Chum,Central Coast,2009,-989898,Wannock
502,Chum,Central Coast,2010,-989898,Wannock
502,Chum,Central Coast,2011,-989898,Wannock
502,Chum,Central Coast,2012,-989898,Wannock
502,Chum,Central Coast,2013,-989898,Wannock
502,Chum,Central Coast,2014,-989898,Wannock
502,Chum,Central Coast,2015,-989898,Wannock
502,Chum,Central Coast,2016,-989898,Wannock
502,Chum,Central Coast,2017,-989898,Wannock
502,Chum,Central Coast,2018,-989898,Wannock
502,Chum,Central Coast,2019,-989898,Wannock
502,Chum,Central Coast,2020,-989898,Wannock
502,Chum,Central Coast,2021,-989898,Wannock
503,Chum,Central Coast,1950,-989898,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1951,-989898,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1952,-989898,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1953,-989898,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1954,424881,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1955,278083,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1956,385516,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1957,317881,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1958,273973,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1959,245559,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1960,105834,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1961,130231,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1962,318073,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1963,288330,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1964,260746,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1965,92516,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1966,696001,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1967,196891,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1968,483676,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1969,327166,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1970,588977,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1971,329936,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1972,420020,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1973,553559,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1974,300411,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1975,138410,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1976,164484,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1977,251422,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1978,290280,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1979,221604,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1980,166416,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1981,163751,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1982,274739,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1983,174481,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1984,219267,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1985,219118,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1986,195528,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1987,156364,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1988,282125,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1989,142567,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1990,185875,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1991,173167,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1992,74448,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1993,138607,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1994,109343,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1995,247484,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1996,382939,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1997,267455,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1998,276118,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,1999,219225,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2000,210926,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2001,256742,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2002,247551,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2003,355567,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2004,395845,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2005,211852,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2006,210112,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2007,131093,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2008,89014,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2009,192673,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2010,147849,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2011,354218,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2012,241621,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2013,273577,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2014,268426,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2015,307436,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2016,116735,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2017,154075,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2018,140674,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2019,203379,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2020,35475,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2021,70091,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2022,-989898,Spiller-Fitz-Hugh-Burke
503,Chum,Central Coast,2023,-989898,Spiller-Fitz-Hugh-Burke
504,Chum,Central Coast,1950,-989898,Bella Coola-Dean Rivers
504,Chum,Central Coast,1951,-989898,Bella Coola-Dean Rivers
504,Chum,Central Coast,1952,-989898,Bella Coola-Dean Rivers
504,Chum,Central Coast,1953,-989898,Bella Coola-Dean Rivers
504,Chum,Central Coast,1954,169235,Bella Coola-Dean Rivers
504,Chum,Central Coast,1955,58694,Bella Coola-Dean Rivers
504,Chum,Central Coast,1956,150649,Bella Coola-Dean Rivers
504,Chum,Central Coast,1957,100759,Bella Coola-Dean Rivers
504,Chum,Central Coast,1958,240701,Bella Coola-Dean Rivers
504,Chum,Central Coast,1959,99780,Bella Coola-Dean Rivers
504,Chum,Central Coast,1960,101464,Bella Coola-Dean Rivers
504,Chum,Central Coast,1961,127291,Bella Coola-Dean Rivers
504,Chum,Central Coast,1962,122679,Bella Coola-Dean Rivers
504,Chum,Central Coast,1963,288454,Bella Coola-Dean Rivers
504,Chum,Central Coast,1964,288454,Bella Coola-Dean Rivers
504,Chum,Central Coast,1965,12360,Bella Coola-Dean Rivers
504,Chum,Central Coast,1966,156808,Bella Coola-Dean Rivers
504,Chum,Central Coast,1967,90395,Bella Coola-Dean Rivers
504,Chum,Central Coast,1968,300886,Bella Coola-Dean Rivers
504,Chum,Central Coast,1969,99619,Bella Coola-Dean Rivers
504,Chum,Central Coast,1970,261505,Bella Coola-Dean Rivers
504,Chum,Central Coast,1971,68600,Bella Coola-Dean Rivers
504,Chum,Central Coast,1972,270909,Bella Coola-Dean Rivers
504,Chum,Central Coast,1973,323299,Bella Coola-Dean Rivers
504,Chum,Central Coast,1974,159052,Bella Coola-Dean Rivers
504,Chum,Central Coast,1975,107468,Bella Coola-Dean Rivers
504,Chum,Central Coast,1976,175531,Bella Coola-Dean Rivers
504,Chum,Central Coast,1977,139708,Bella Coola-Dean Rivers
504,Chum,Central Coast,1978,31345,Bella Coola-Dean Rivers
504,Chum,Central Coast,1979,128961,Bella Coola-Dean Rivers
504,Chum,Central Coast,1980,110450,Bella Coola-Dean Rivers
504,Chum,Central Coast,1981,56932,Bella Coola-Dean Rivers
504,Chum,Central Coast,1982,128323,Bella Coola-Dean Rivers
504,Chum,Central Coast,1983,196414,Bella Coola-Dean Rivers
504,Chum,Central Coast,1984,155428,Bella Coola-Dean Rivers
504,Chum,Central Coast,1985,284596,Bella Coola-Dean Rivers
504,Chum,Central Coast,1986,399659,Bella Coola-Dean Rivers
504,Chum,Central Coast,1987,187383,Bella Coola-Dean Rivers
504,Chum,Central Coast,1988,264902,Bella Coola-Dean Rivers
504,Chum,Central Coast,1989,183941,Bella Coola-Dean Rivers
504,Chum,Central Coast,1990,406566,Bella Coola-Dean Rivers
504,Chum,Central Coast,1991,86927,Bella Coola-Dean Rivers
504,Chum,Central Coast,1992,156028,Bella Coola-Dean Rivers
504,Chum,Central Coast,1993,200800,Bella Coola-Dean Rivers
504,Chum,Central Coast,1994,370024,Bella Coola-Dean Rivers
504,Chum,Central Coast,1995,274483,Bella Coola-Dean Rivers
504,Chum,Central Coast,1996,263415,Bella Coola-Dean Rivers
504,Chum,Central Coast,1997,272723,Bella Coola-Dean Rivers
504,Chum,Central Coast,1998,469829,Bella Coola-Dean Rivers
504,Chum,Central Coast,1999,283279,Bella Coola-Dean Rivers
504,Chum,Central Coast,2000,222617,Bella Coola-Dean Rivers
504,Chum,Central Coast,2001,240897,Bella Coola-Dean Rivers
504,Chum,Central Coast,2002,321438,Bella Coola-Dean Rivers
504,Chum,Central Coast,2003,549596,Bella Coola-Dean Rivers
504,Chum,Central Coast,2004,376316,Bella Coola-Dean Rivers
504,Chum,Central Coast,2005,183604,Bella Coola-Dean Rivers
504,Chum,Central Coast,2006,232645,Bella Coola-Dean Rivers
504,Chum,Central Coast,2007,191709,Bella Coola-Dean Rivers
504,Chum,Central Coast,2008,64755,Bella Coola-Dean Rivers
504,Chum,Central Coast,2009,78888,Bella Coola-Dean Rivers
504,Chum,Central Coast,2010,22634,Bella Coola-Dean Rivers
504,Chum,Central Coast,2011,272837,Bella Coola-Dean Rivers
504,Chum,Central Coast,2012,158447,Bella Coola-Dean Rivers
504,Chum,Central Coast,2013,259153,Bella Coola-Dean Rivers
504,Chum,Central Coast,2014,54748,Bella Coola-Dean Rivers
504,Chum,Central Coast,2015,215528,Bella Coola-Dean Rivers
504,Chum,Central Coast,2016,369405,Bella Coola-Dean Rivers
504,Chum,Central Coast,2017,317190,Bella Coola-Dean Rivers
504,Chum,Central Coast,2018,314604,Bella Coola-Dean Rivers
504,Chum,Central Coast,2019,196126,Bella Coola-Dean Rivers
504,Chum,Central Coast,2020,22436,Bella Coola-Dean Rivers
504,Chum,Central Coast,2021,126853,Bella Coola-Dean Rivers
504,Chum,Central Coast,2022,-989898,Bella Coola-Dean Rivers
504,Chum,Central Coast,2023,-989898,Bella Coola-Dean Rivers
505,Chum,Central Coast,1950,-989898,Bella Coola River-Late
505,Chum,Central Coast,1951,-989898,Bella Coola River-Late
505,Chum,Central Coast,1952,-989898,Bella Coola River-Late
505,Chum,Central Coast,1953,-989898,Bella Coola River-Late
505,Chum,Central Coast,1954,-989898,Bella Coola River-Late
505,Chum,Central Coast,1955,-989898,Bella Coola River-Late
505,Chum,Central Coast,1956,-989898,Bella Coola River-Late
505,Chum,Central Coast,1957,-989898,Bella Coola River-Late
505,Chum,Central Coast,1958,-989898,Bella Coola River-Late
505,Chum,Central Coast,1959,-989898,Bella Coola River-Late
505,Chum,Central Coast,1960,-989898,Bella Coola River-Late
505,Chum,Central Coast,1961,-989898,Bella Coola River-Late
505,Chum,Central Coast,1962,-989898,Bella Coola River-Late
505,Chum,Central Coast,1963,-989898,Bella Coola River-Late
505,Chum,Central Coast,1964,-989898,Bella Coola River-Late
505,Chum,Central Coast,1965,-989898,Bella Coola River-Late
505,Chum,Central Coast,1966,-989898,Bella Coola River-Late
505,Chum,Central Coast,1967,-989898,Bella Coola River-Late
505,Chum,Central Coast,1968,-989898,Bella Coola River-Late
505,Chum,Central Coast,1969,-989898,Bella Coola River-Late
505,Chum,Central Coast,1970,-989898,Bella Coola River-Late
505,Chum,Central Coast,1971,-989898,Bella Coola River-Late
505,Chum,Central Coast,1972,-989898,Bella Coola River-Late
505,Chum,Central Coast,1973,-989898,Bella Coola River-Late
505,Chum,Central Coast,1974,-989898,Bella Coola River-Late
505,Chum,Central Coast,1975,-989898,Bella Coola River-Late
505,Chum,Central Coast,1976,-989898,Bella Coola River-Late
505,Chum,Central Coast,1977,-989898,Bella Coola River-Late
505,Chum,Central Coast,1978,-989898,Bella Coola River-Late
505,Chum,Central Coast,1979,-989898,Bella Coola River-Late
505,Chum,Central Coast,1980,-989898,Bella Coola River-Late
505,Chum,Central Coast,1981,-989898,Bella Coola River-Late
505,Chum,Central Coast,1982,-989898,Bella Coola River-Late
505,Chum,Central Coast,1983,-989898,Bella Coola River-Late
505,Chum,Central Coast,1984,-989898,Bella Coola River-Late
505,Chum,Central Coast,1985,-989898,Bella Coola River-Late
505,Chum,Central Coast,1986,-989898,Bella Coola River-Late
505,Chum,Central Coast,1987,-989898,Bella Coola River-Late
505,Chum,Central Coast,1988,-989898,Bella Coola River-Late
505,Chum,Central Coast,1989,-989898,Bella Coola River-Late
505,Chum,Central Coast,1990,-989898,Bella Coola River-Late
505,Chum,Central Coast,1991,-989898,Bella Coola River-Late
505,Chum,Central Coast,1992,-989898,Bella Coola River-Late
505,Chum,Central Coast,1993,-989898,Bella Coola River-Late
505,Chum,Central Coast,1994,-989898,Bella Coola River-Late
505,Chum,Central Coast,1995,-989898,Bella Coola River-Late
505,Chum,Central Coast,1996,-989898,Bella Coola River-Late
505,Chum,Central Coast,1997,-989898,Bella Coola River-Late
505,Chum,Central Coast,1998,-989898,Bella Coola River-Late
505,Chum,Central Coast,1999,-989898,Bella Coola River-Late
505,Chum,Central Coast,2000,-989898,Bella Coola River-Late
505,Chum,Central Coast,2001,-989898,Bella Coola River-Late
505,Chum,Central Coast,2002,-989898,Bella Coola River-Late
505,Chum,Central Coast,2003,39081,Bella Coola River-Late
505,Chum,Central Coast,2004,29217,Bella Coola River-Late
505,Chum,Central Coast,2005,5882,Bella Coola River-Late
505,Chum,Central Coast,2006,5154,Bella Coola River-Late
505,Chum,Central Coast,2007,6485,Bella Coola River-Late
505,Chum,Central Coast,2008,2949,Bella Coola River-Late
505,Chum,Central Coast,2009,5015,Bella Coola River-Late
505,Chum,Central Coast,2010,544,Bella Coola River-Late
505,Chum,Central Coast,2011,12216,Bella Coola River-Late
505,Chum,Central Coast,2012,9338,Bella Coola River-Late
505,Chum,Central Coast,2013,19379,Bella Coola River-Late
505,Chum,Central Coast,2014,4133,Bella Coola River-Late
505,Chum,Central Coast,2015,30163,Bella Coola River-Late
505,Chum,Central Coast,2016,27803,Bella Coola River-Late
505,Chum,Central Coast,2017,31343,Bella Coola River-Late
505,Chum,Central Coast,2018,18929,Bella Coola River-Late
505,Chum,Central Coast,2019,8684,Bella Coola River-Late
505,Chum,Central Coast,2020,949,Bella Coola River-Late
505,Chum,Central Coast,2021,10262,Bella Coola River-Late
506,Chum,Central Coast,1920,-989898,Hecate Lowlands
506,Chum,Central Coast,1921,-989898,Hecate Lowlands
506,Chum,Central Coast,1922,-989898,Hecate Lowlands
506,Chum,Central Coast,1923,-989898,Hecate Lowlands
506,Chum,Central Coast,1924,-989898,Hecate Lowlands
506,Chum,Central Coast,1925,-989898,Hecate Lowlands
506,Chum,Central Coast,1926,-989898,Hecate Lowlands
506,Chum,Central Coast,1927,-989898,Hecate Lowlands
506,Chum,Central Coast,1928,-989898,Hecate Lowlands
506,Chum,Central Coast,1929,-989898,Hecate Lowlands
506,Chum,Central Coast,1930,-989898,Hecate Lowlands
506,Chum,Central Coast,1931,-989898,Hecate Lowlands
506,Chum,Central Coast,1932,-989898,Hecate Lowlands
506,Chum,Central Coast,1933,-989898,Hecate Lowlands
506,Chum,Central Coast,1934,-989898,Hecate Lowlands
506,Chum,Central Coast,1935,-989898,Hecate Lowlands
506,Chum,Central Coast,1936,-989898,Hecate Lowlands
506,Chum,Central Coast,1937,-989898,Hecate Lowlands
506,Chum,Central Coast,1938,-989898,Hecate Lowlands
506,Chum,Central Coast,1939,-989898,Hecate Lowlands
506,Chum,Central Coast,1940,-989898,Hecate Lowlands
506,Chum,Central Coast,1941,-989898,Hecate Lowlands
506,Chum,Central Coast,1942,-989898,Hecate Lowlands
506,Chum,Central Coast,1943,-989898,Hecate Lowlands
506,Chum,Central Coast,1944,-989898,Hecate Lowlands
506,Chum,Central Coast,1945,-989898,Hecate Lowlands
506,Chum,Central Coast,1946,-989898,Hecate Lowlands
506,Chum,Central Coast,1947,-989898,Hecate Lowlands
506,Chum,Central Coast,1948,-989898,Hecate Lowlands
506,Chum,Central Coast,1949,-989898,Hecate Lowlands
506,Chum,Central Coast,1950,-989898,Hecate Lowlands
506,Chum,Central Coast,1951,-989898,Hecate Lowlands
506,Chum,Central Coast,1952,-989898,Hecate Lowlands
